Id,Category
348,0
349,3
350,0
351,4
352,3
353,3
354,4
355,0
356,1
357,1
358,4
359,2
360,0
361,2
362,2
363,0
364,0
365,2
366,4
367,3
368,3
369,2
370,3
371,4
372,0
373,0
374,3
375,1
376,1
377,1
378,1
379,1
380,3
381,0
382,2
383,1
384,0
385,1
386,3
387,1
388,1
389,0
390,4
391,2
392,2
393,0
394,4
395,4
396,4
397,0
398,3
399,4
400,3
401,3
402,4
403,1
404,0
405,2
406,1
407,3
408,0
409,3
410,2
411,1
412,2
413,4
414,3
415,4
416,1
417,0
418,1
419,4
420,3
421,0
422,4
423,4
424,0
425,1
426,3
427,4
428,1
429,0
430,2
431,1
432,3
433,2
434,0
435,1
436,1
437,3
438,4
439,2
440,3
441,0
442,2
443,2
444,1
445,0
446,3
447,2
448,4
449,0
450,2
451,2
452,4
453,4
454,2
455,0
456,3
457,2
458,1
459,1
460,1
461,4
462,3
463,1
464,4
465,0
466,0
467,4
468,3
469,3
470,1
471,0
472,2
473,3
474,0
475,1
476,3
477,1
478,1
479,1
480,2
481,0
482,3
483,2
484,0
485,0
486,1
487,1
488,2
489,3
490,1
491,1
492,2
493,0
494,1
495,2
496,4
497,4
498,3
499,3
500,0
501,4
502,1
503,1
504,1
505,3
506,1
507,2
508,0
509,3
510,2
511,0
512,1
513,4
514,1
515,2
516,3
517,0
518,4
519,4
520,3
521,2
522,1
523,0
524,2
525,3
526,0
527,0
528,2
529,4
530,1
531,4
532,2
533,0
534,4
535,1
536,4
537,4
538,2
539,1
540,1
541,1
542,2
543,0
544,2
545,1
546,0
547,1
548,4
549,3
550,4
551,0
552,3
553,1
554,1
555,3
556,1
557,3
558,1
559,2
560,1
561,0
562,0
563,0
564,1
565,2
566,1
567,4
568,4
569,4
570,3
571,0
572,3
573,3
574,0
575,1
576,3
577,1
578,1
579,3
580,2
581,4
582,2
583,0
584,0
585,1
586,2
587,1
588,0
589,3
590,0
591,1
592,0
593,0
594,0
595,4
596,3
597,2
598,1
599,1
600,3
601,4
602,1
603,4
604,1
605,1
606,0
607,4
608,1
609,4
610,1
611,1
612,4
613,4
614,2
615,0
616,0
617,2
618,0
619,0
620,1
621,1
622,4
623,3
624,4
625,2
626,2
627,1
628,3
629,2
630,1
631,1
632,0
633,4
634,2
635,1
636,0
637,4
638,0
639,2
640,3
641,2
642,2
643,2
644,2
645,0
646,2
647,2
648,3
649,1
650,1
651,0
652,2
653,2
654,0
655,2
656,4
657,2
658,0
659,1
660,3
661,0
662,1
663,2
664,3
665,3
666,2
667,1
668,2
669,3
670,2
671,4
672,0
673,0
674,2
675,1
676,0
677,4
678,0
679,3
680,4
681,2
682,0
683,1
684,3
685,4
686,4
687,1
688,0
689,3
690,0
691,4
692,3
693,4
694,1
695,3
696,2
697,3
698,2
699,3
700,2
701,1
702,0
703,0
704,1
705,0
706,2
707,2
708,3
709,4
710,4
711,1
712,0
713,1
714,2
715,0
716,1
717,4
718,1
719,2
720,1
721,4
722,0
723,2
724,4
725,3
726,4
727,3
728,0
729,0
730,1
731,2
732,4
733,3
734,1
735,3
736,2
737,4
738,4
739,1
740,4
741,4
742,1
743,3
744,0
745,2
746,4
747,4
748,1
749,1
750,3
751,1
752,0
753,1
754,1
755,0
756,1
757,4
758,4
759,1
760,3
761,2
762,4
763,0
764,0
765,2
766,2
767,4
768,3
769,0
770,0
771,0
772,3
773,0
774,4
775,2
776,2
777,1
778,4
779,1
780,2
781,1
782,1
783,1
784,2
785,1
786,3
787,1
788,1
789,3
790,4
791,3
792,0
793,3
794,3
795,2
796,3
797,3
798,3
799,0
800,2
801,0
802,0
803,0
804,0
805,0
806,2
807,1
808,1
809,2
810,0
811,1
812,2
813,2
814,0
815,2
816,3
817,3
818,0
819,0
820,4
821,4
822,0
823,1
824,0
825,3
826,2
827,3
828,3
829,4
830,4
831,1
832,1
833,3
834,0
835,1
836,2
837,4
838,3
839,3
840,2
841,1
842,4
843,2
844,0
845,2
846,4
847,1
848,4
849,2
850,3
851,0
852,3
853,4
854,0
855,4
856,0
857,2
858,4
859,1
860,2
861,2
862,1
863,1
864,0
865,4
866,0
867,3
868,0
869,2
870,1
871,1
872,0
873,4
874,0
875,0
876,1
877,2
878,0
879,0
880,0
881,1
882,3
883,2
884,1
885,1
886,2
887,0
888,2
889,3
890,2
891,2
892,2
893,3
894,2
895,2
896,3
897,1
898,3
899,2
900,4
901,3
902,2
903,3
904,4
905,1
906,2
907,2
908,3
909,2
910,4
911,2
912,4
913,1
914,4
915,3
916,2
917,1
918,2
919,0
920,1
921,1
922,3
923,4
924,3
925,2
926,1
927,0
928,0
929,0
930,0
931,0
932,2
933,0
934,1
935,4
936,0
937,0
938,4
939,3
940,3
941,4
942,0
943,2
944,0
945,3
946,3
947,0
948,1
949,1
950,0
951,0
952,4
953,0
954,3
955,1
956,0
957,2
958,3
959,1
960,4
961,4
962,0
963,2
964,0
965,3
966,3
967,4
968,1
969,3
970,1
971,0
972,0
973,0
974,0
975,3
976,4
977,4
978,0
979,1
980,1
981,2
982,3
983,4
984,2
985,1
986,4
987,4
988,1
989,2
990,2
991,4
992,2
993,0
994,0
995,1
996,1
997,0
998,4
999,3
1000,1
1001,1
1002,4
1003,1
1004,1
1005,1
1006,2
1007,1
1008,1
1009,2
1010,2
1011,0
1012,2
1013,1
1014,4
1015,2
1016,3
1017,3
1018,2
1019,4
1020,0
1021,3
1022,0
1023,0
1024,3
1025,3
1026,3
1027,4
1028,0
1029,0
1030,4
1031,4
1032,4
1033,0
1034,0
1035,3
1036,1
1037,0
1038,2
1039,3
1040,0
1041,1
1042,0
1043,4
1044,4
1045,4
1046,3
1047,4
1048,4
1049,0
1050,0
1051,3
1052,0
1053,3
1054,3
1055,3
1056,0
1057,4
1058,1
1059,3
1060,1
1061,1
1062,2
1063,1
1064,0
1065,0
1066,0
1067,1
1068,3
1069,4
1070,2
1071,4
1072,4
1073,4
1074,1
1075,1
1076,4
1077,3
1078,3
1079,0
1080,3
1081,1
1082,2
1083,2
1084,2
1085,4
1086,1
1087,3
1088,3
1089,3
1090,0
1091,1
1092,2
1093,3
1094,3
1095,1
1096,1
1097,0
1098,2
1099,4
1100,1
1101,3
1102,2
1103,3
1104,4
1105,0
1106,0
1107,3
1108,1
1109,1
1110,3
1111,0
1112,2
1113,3
1114,2
1115,1
1116,1
1117,3
1118,3
1119,2
1120,1
1121,3
1122,0
1123,4
1124,3
1125,4
1126,0
1127,4
1128,0
1129,3
1130,0
1131,2
1132,1
1133,4
1134,0
1135,1
1136,3
1137,3
1138,4
1139,3
1140,3
1141,1
1142,1
1143,0
1144,4
1145,0
1146,3
1147,3
1148,4
1149,4
1150,1
1151,3
1152,3
1153,0
1154,1
1155,0
1156,3
1157,2
1158,3
1159,4
1160,3
1161,1
1162,1
1163,4
1164,2
1165,4
1166,4
1167,0
1168,1
1169,3
1170,1
1171,2
1172,4
1173,4
1174,0
1175,1
1176,2
1177,4
1178,2
1179,3
1180,2
1181,1
1182,2
1183,0
1184,1
1185,2
1186,3
1187,2
1188,0
1189,4
1190,3
1191,0
1192,2
1193,3
1194,2
1195,3
1196,0
1197,1
1198,0
1199,2
1200,2
1201,4
1202,4
1203,1
1204,4
1205,2
1206,2
1207,1
1208,4
1209,2
1210,1
1211,1
1212,2
1213,4
1214,0
1215,4
1216,2
1217,2
1218,4
1219,3
1220,2
1221,1
1222,2
1223,1
1224,0
1225,2
1226,2
1227,2
1228,0
1229,3
1230,3
1231,2
1232,1
1233,3
1234,0
1235,1
1236,3
1237,4
1238,3
1239,2
1240,0
1241,2
1242,1
1243,4
1244,1
1245,2
1246,4
1247,1
1248,0
1249,0
1250,1
1251,3
1252,4
1253,0
1254,2
1255,0
1256,1
1257,1
1258,0
1259,3
1260,4
1261,1
1262,0
1263,3
1264,0
1265,1
1266,4
1267,4
1268,0
1269,0
1270,2
1271,0
1272,1
1273,1
1274,0
1275,3
1276,0
1277,3
1278,1
1279,4
1280,3
1281,2
1282,3
1283,2
1284,4
1285,3
1286,0
1287,3
1288,1
1289,2
1290,1
1291,3
1292,1
1293,4
1294,3
1295,3
1296,3
1297,1
1298,3
1299,3
1300,1
1301,1
1302,4
1303,4
1304,3
1305,0
1306,1
1307,2
1308,3
1309,4
1310,3
1311,2
1312,3
1313,2
1314,1
1315,1
1316,2
1317,1
1318,1
1319,2
1320,3
1321,4
1322,4
1323,4
1324,1
1325,0
1326,0
1327,4
1328,2
1329,0
1330,0
1331,4
1332,2
1333,0
1334,2
1335,2
1336,4
1337,1
1338,0
1339,4
1340,1
1341,0
1342,2
1343,2
1344,4
1345,2
1346,3
1347,2
1348,4
1349,1
1350,0
1351,4
1352,0
1353,2
1354,3
1355,4
1356,1
1357,0
1358,2
1359,0
1360,0
1361,0
1362,2
1363,2
1364,0
1365,2
1366,3
1367,1
1368,4
1369,2
1370,2
1371,0
1372,2
1373,3
1374,3
1375,4
1376,4
1377,0
1378,1
1379,4
1380,3
1381,3
1382,0
1383,4
1384,4
1385,1
1386,3
1387,3
1388,2
1389,1
1390,1
1391,0
1392,3
1393,4
1394,2
1395,0
1396,1
1397,0
1398,4
1399,0
1400,0
1401,2
1402,3
1403,1
1404,0
1405,1
1406,4
1407,3
1408,0
1409,3
1410,1
1411,3
1412,3
1413,0
1414,3
1415,1
1416,3
1417,3
1418,3
1419,3
1420,4
1421,0
1422,4
1423,1
1424,2
1425,0
1426,2
1427,3
1428,0
1429,2
1430,0
1431,3
1432,2
1433,4
1434,4
1435,2
1436,3
1437,2
1438,3
1439,4
1440,2
1441,2
1442,4
1443,3
1444,3
1445,3
1446,0
1447,1
1448,2
1449,1
1450,1
1451,1
1452,4
1453,1
1454,0
1455,1
1456,3
1457,4
1458,3
1459,3
1460,0
1461,1
1462,3
1463,3
1464,3
1465,4
1466,4
1467,4
1468,4
1469,4
1470,1
1471,1
1472,2
1473,2
1474,1
1475,2
1476,4
1477,2
1478,1
1479,4
1480,2
1481,3
1482,1
1483,1
1484,1
1485,0
1486,3
1487,0
1488,4
1489,3
1490,3
1491,0
1492,1
1493,1
1494,2
1495,2
1496,4
1497,0
1498,0
1499,2
1500,2
1501,4
1502,2
1503,3
1504,1
1505,3
1506,0
1507,1
1508,1
1509,0
1510,1
1511,3
1512,0
1513,4
1514,4
1515,2
1516,1
1517,3
1518,0
1519,3
1520,1
1521,3
1522,3
1523,4
1524,1
1525,3
1526,4
1527,1
1528,3
1529,1
1530,1
1531,1
1532,4
1533,4
1534,0
1535,0
1536,1
1537,0
1538,1
1539,0
1540,4
1541,1
1542,2
1543,0
1544,3
1545,2
1546,2
1547,4
1548,0
1549,3
1550,0
1551,0
1552,4
1553,4
1554,3
1555,1
1556,3
1557,0
1558,0
1559,2
1560,3
1561,2
1562,1
1563,3
1564,1
1565,4
1566,1
1567,1
1568,1
1569,0
1570,2
1571,2
1572,0
1573,0
1574,3
1575,3
1576,2
1577,3
1578,2
1579,2
1580,3
1581,1
1582,1
1583,0
1584,1
1585,4
1586,3
1587,3
1588,3
1589,2
1590,2
1591,3
1592,0
1593,4
1594,2
1595,0
1596,4
1597,4
1598,4
1599,0
1600,3
1601,4
1602,4
1603,4
1604,3
1605,1
1606,4
1607,3
1608,0
1609,0
1610,1
1611,0
1612,2
1613,3
1614,1
1615,4
1616,3
1617,1
1618,2
1619,0
1620,3
1621,0
1622,0
1623,1
1624,0
1625,3
1626,4
1627,1
1628,2
1629,3
1630,0
1631,1
1632,0
1633,0
1634,3
1635,0
1636,3
1637,0
1638,1
1639,2
1640,2
1641,1
1642,1
1643,3
1644,4
1645,1
1646,4
1647,0
1648,0
1649,0
1650,1
1651,3
1652,2
1653,4
1654,0
1655,4
1656,2
1657,0
1658,3
1659,3
1660,1
1661,1
1662,0
1663,1
1664,3
1665,0
1666,0
1667,0
1668,4
1669,4
1670,3
1671,1
1672,4
1673,0
1674,2
1675,2
1676,4
1677,1
1678,1
1679,3
1680,2
1681,2
1682,2
1683,3
1684,0
1685,0
1686,3
1687,2
1688,4
1689,2
1690,4
1691,3
1692,4
1693,4
1694,2
1695,3
1696,2
1697,0
1698,4
1699,0
1700,0
1701,2
1702,4
1703,3
1704,3
1705,1
1706,3
1707,0
1708,3
1709,2
1710,1
1711,2
1712,0
1713,2
1714,2
1715,0
1716,3
1717,2
1718,3
1719,4
1720,4
1721,4
1722,0
1723,4
1724,2
1725,1
1726,1
1727,4
1728,3
1729,4
1730,1
1731,1
1732,1
1733,1
1734,3
1735,1
1736,4
1737,4
1738,2
1739,4
1740,1
1741,2
1742,3
1743,4
1744,3
1745,4
1746,2
1747,0
1748,2
1749,1
1750,1
1751,2
1752,1
1753,0
1754,0
1755,2
1756,2
1757,3
1758,1
1759,4
1760,4
1761,4
1762,1
1763,3
1764,4
1765,2
1766,0
1767,0
1768,1
1769,3
1770,0
1771,4
1772,4
1773,1
1774,0
1775,4
1776,0
1777,2
1778,4
1779,4
1780,2
1781,2
1782,0
1783,1
1784,0
1785,3
1786,0
1787,2
1788,0
1789,4
1790,3
1791,0
1792,0
1793,1
1794,0
1795,0
1796,1
1797,0
1798,2
1799,3
1800,3
1801,4
1802,2
1803,4
1804,2
1805,4
1806,3
1807,4
1808,4
1809,2
1810,0
1811,1
1812,2
1813,4
1814,4
1815,1
1816,2
1817,1
1818,3
1819,0
1820,2
1821,2
1822,1
1823,3
1824,0
1825,3
1826,1
1827,3
1828,4
1829,3
1830,3
1831,3
1832,3
1833,4
1834,4
1835,2
1836,4
1837,0
1838,0
1839,0
1840,2
1841,1
1842,1
1843,0
1844,1
1845,4
1846,0
1847,1
1848,0
1849,3
1850,3
1851,4
1852,1
1853,2
1854,4
1855,2
1856,4
1857,4
1858,4
1859,2
1860,4
1861,4
1862,4
1863,3
1864,2
1865,3
1866,2
1867,0
1868,1
1869,1
1870,4
1871,4
1872,0
1873,2
1874,3
1875,4
1876,3
1877,4
1878,3
1879,0
1880,2
1881,2
1882,1
1883,2
1884,3
1885,2
1886,3
1887,2
1888,2
1889,3
1890,1
1891,3
1892,2
1893,3
1894,1
1895,4
1896,0
1897,1
1898,1
1899,3
1900,0
1901,0
1902,2
1903,2
1904,3
1905,0
1906,2
1907,4
1908,4
1909,3
1910,1
1911,2
1912,4
1913,1
1914,2
1915,2
1916,0
1917,3
1918,1
1919,2
1920,0
1921,3
1922,2
1923,0
1924,3
1925,0
1926,1
1927,2
1928,1
1929,0
1930,1
1931,4
1932,0
1933,3
1934,4
1935,1
1936,2
1937,4
1938,0
1939,1
1940,4
1941,4
1942,0
1943,2
1944,4
1945,1
1946,3
1947,4
1948,3
1949,1
1950,2
1951,3
1952,0
1953,3
1954,1
1955,0
1956,3
1957,1
1958,3
1959,3
1960,0
1961,0
1962,4
1963,4
1964,4
1965,2
1966,4
1967,2
1968,1
1969,4
1970,3
1971,2
1972,0
1973,3
1974,4
1975,1
1976,2
1977,4
1978,2
1979,2
1980,4
1981,1
1982,4
1983,2
1984,2
1985,0
1986,0
1987,4
1988,0
1989,0
1990,1
1991,2
1992,1
1993,2
1994,3
1995,0
1996,3
1997,0
1998,2
1999,4
2000,1
2001,0
2002,3
2003,4
2004,1
2005,3
2006,1
2007,1
2008,4
2009,1
2010,1
2011,4
2012,3
2013,0
2014,3
2015,3
2016,4
2017,2
2018,4
2019,4
2020,3
2021,3
2022,4
2023,0
2024,0
2025,4
2026,4
2027,1
2028,2
2029,1
2030,1
2031,1
2032,1
2033,2
2034,1
2035,0
2036,3
2037,2
2038,4
2039,0
2040,2
2041,3
2042,4
2043,2
2044,4
2045,1
2046,0
2047,2
2048,4
2049,2
2050,3
2051,4
2052,4
2053,4
2054,1
2055,2
2056,2
2057,3
2058,3
2059,2
2060,2
2061,1
2062,1
2063,1
2064,1
2065,0
2066,4
2067,3
2068,0
2069,4
2070,2
2071,4
2072,1
2073,0
2074,2
2075,3
2076,2
2077,1
2078,3
2079,3
2080,1
2081,2
2082,0
2083,4
2084,3
2085,1
2086,3
2087,0
2088,0
2089,1
2090,4
2091,1
2092,4
2093,3
2094,0
2095,2
2096,2
2097,2
2098,1
2099,2
2100,1
2101,3
2102,3
2103,2
2104,1
2105,2
2106,0
2107,3
2108,3
2109,3
2110,1
2111,2
2112,4
2113,3
2114,4
2115,2
2116,1
2117,3
2118,2
2119,1
2120,0
2121,3
2122,2
2123,2
2124,0
2125,1
2126,0
2127,0
2128,3
2129,4
2130,4
2131,4
2132,2
2133,2
2134,1
2135,3
2136,3
2137,4
2138,0
2139,3
2140,4
2141,2
2142,3
2143,0
2144,4
2145,4
2146,1
2147,0
2148,1
2149,2
2150,4
2151,1
2152,1
2153,3
2154,0
2155,1
2156,3
2157,1
2158,3
2159,2
2160,0
2161,2
2162,3
2163,0
2164,2
2165,2
2166,0
2167,4
2168,3
2169,2
2170,2
2171,2
2172,3
2173,3
2174,0
2175,3
2176,2
2177,0
2178,3
2179,2
2180,0
2181,2
2182,4
2183,0
2184,2
2185,0
2186,2
2187,2
2188,2
2189,2
2190,1
2191,1
2192,4
2193,1
2194,0
2195,0
2196,4
2197,1
2198,3
2199,4
2200,2
2201,3
2202,0
2203,2
2204,0
2205,3
2206,4
2207,4
2208,2
2209,2
2210,0
2211,1
2212,1
2213,4
2214,3
2215,4
2216,4
2217,0
2218,4
2219,0
2220,4
2221,3
2222,2
2223,1
2224,3
2225,3
2226,4
2227,2
2228,1
2229,3
2230,1
2231,0
2232,1
2233,1
2234,3
2235,1
2236,4
2237,0
2238,3
2239,0
2240,1
2241,1
2242,4
2243,4
2244,3
2245,1
2246,3
2247,0
2248,3
2249,1
2250,0
2251,3
2252,0
2253,0
2254,4
2255,1
2256,4
2257,1
2258,3
2259,2
2260,1
2261,0
2262,1
2263,1
2264,3
2265,0
2266,1
2267,3
2268,0
2269,2
2270,4
2271,2
2272,1
2273,3
2274,0
2275,4
2276,2
2277,3
2278,2
2279,0
2280,4
2281,2
2282,4
2283,4
2284,0
2285,2
2286,2
2287,1
2288,1
2289,3
2290,4
2291,3
2292,1
2293,2
2294,2
2295,1
2296,4
2297,3
2298,3
2299,0
2300,2
2301,0
2302,2
2303,1
2304,3
2305,3
2306,2
2307,0
2308,2
2309,2
2310,2
2311,3
2312,0
2313,3
2314,1
2315,4
2316,0
2317,3
2318,0
2319,2
2320,1
2321,3
2322,1
2323,1
2324,4
2325,0
2326,1
2327,0
2328,2
2329,0
2330,1
2331,4
2332,3
2333,1
2334,2
2335,4
2336,0
2337,0
2338,3
2339,2
2340,2
2341,1
2342,3
2343,3
2344,1
2345,4
2346,0
2347,2
2348,4
2349,4
2350,3
2351,0
2352,3
2353,1
2354,4
2355,4
2356,2
2357,3
2358,4
2359,4
2360,1
2361,3
2362,2
2363,3
2364,1
2365,2
2366,3
2367,0
2368,4
2369,4
2370,3
2371,0
2372,2
2373,4
2374,0
2375,1
2376,1
2377,4
2378,0
2379,1
2380,2
2381,1
2382,0
2383,1
2384,2
2385,0
2386,0
2387,2
2388,4
2389,1
2390,3
2391,2
2392,2
2393,4
2394,2
2395,0
2396,3
2397,0
2398,4
2399,3
2400,4
2401,2
2402,1
2403,3
2404,1
2405,3
2406,0
2407,4
2408,1
2409,4
2410,1
2411,1
2412,4
2413,0
2414,3
2415,2
2416,0
2417,1
2418,0
2419,3
2420,0
2421,4
2422,0
2423,4
2424,3
2425,4
2426,2
2427,4
2428,2
2429,3
2430,3
2431,3
2432,3
2433,2
2434,4
2435,3
2436,4
2437,3
2438,4
2439,1
2440,0
2441,0
2442,3
2443,0
2444,3
2445,1
2446,1
2447,1
2448,2
2449,3
2450,4
2451,0
2452,1
2453,1
2454,3
2455,0
2456,4
2457,0
2458,2
2459,1
2460,0
2461,2
2462,2
2463,2
2464,1
2465,0
2466,0
2467,0
2468,1
2469,0
2470,2
2471,4
2472,0
2473,0
2474,4
2475,4
2476,1
2477,3
2478,0
2479,0
2480,3
2481,4
2482,2
2483,0
2484,2
2485,0
2486,2
2487,0
2488,0
2489,1
2490,0
2491,1
2492,3
2493,0
2494,0
2495,4
2496,0
2497,2
2498,0
2499,3
2500,1
2501,1
2502,0
2503,0
2504,0
2505,4
2506,0
2507,2
2508,2
2509,1
2510,1
2511,4
2512,3
2513,3
2514,2
2515,1
2516,4
2517,3
2518,2
2519,1
2520,2
2521,0
2522,4
2523,4
2524,2
2525,3
2526,0
2527,1
2528,2
2529,0
2530,1
2531,0
2532,0
2533,1
2534,4
2535,4
2536,3
2537,1
2538,2
2539,3
2540,3
2541,2
2542,0
2543,1
2544,1
2545,0
2546,1
2547,1
2548,1
2549,0
2550,2
2551,3
2552,1
2553,2
2554,4
2555,1
2556,1
2557,3
2558,2
2559,4
2560,0
2561,2
2562,1
2563,2
2564,3
2565,2
2566,3
2567,2
2568,2
2569,0
2570,3
2571,1
2572,3
2573,2
2574,2
2575,3
2576,0
2577,3
2578,0
2579,0
2580,1
2581,2
2582,3
2583,0
2584,4
2585,2
2586,1
2587,2
2588,1
2589,0
2590,0
2591,3
2592,2
2593,1
2594,1
2595,1
2596,4
2597,3
2598,0
2599,4
2600,2
2601,2
2602,3
2603,1
2604,2
2605,4
2606,0
2607,4
2608,2
2609,2
2610,0
2611,1
2612,4
2613,0
2614,2
2615,0
2616,2
2617,4
2618,3
2619,3
2620,2
2621,1
2622,0
2623,3
2624,0
2625,2
2626,2
2627,0
2628,2
2629,4
2630,3
2631,0
2632,2
2633,1
2634,0
2635,3
2636,0
2637,3
2638,1
2639,1
2640,3
2641,1
2642,3
2643,1
2644,0
2645,0
2646,3
2647,0
2648,4
2649,0
2650,1
2651,1
2652,3
2653,0
2654,1
2655,2
2656,1
2657,4
2658,3
2659,4
2660,0
2661,2
2662,4
2663,2
2664,1
2665,3
2666,2
2667,4
2668,0
2669,2
2670,4
2671,3
2672,1
2673,1
2674,3
2675,4
2676,2
2677,3
2678,0
2679,2
2680,2
2681,3
2682,4
2683,3
2684,2
2685,2
2686,4
2687,4
2688,0
2689,3
2690,3
2691,4
2692,3
2693,2
2694,4
2695,4
2696,1
2697,0
2698,3
2699,3
2700,2
2701,2
2702,2
2703,1
2704,2
2705,2
2706,2
2707,1
2708,2
2709,4
2710,2
2711,2
2712,2
2713,1
2714,1
2715,1
2716,0
2717,3
2718,1
2719,2
2720,3
2721,0
2722,3
2723,0
2724,3
2725,3
2726,1
2727,3
2728,0
2729,4
2730,0
2731,3
2732,4
2733,3
2734,2
2735,2
2736,4
2737,3
2738,4
2739,4
2740,1
2741,0
2742,1
2743,2
2744,1
2745,2
2746,4
2747,4
2748,2
2749,4
2750,1
2751,4
2752,1
2753,0
2754,1
2755,3
2756,2
2757,3
2758,1
2759,1
2760,3
2761,0
2762,2
2763,1
2764,4
2765,3
2766,4
2767,1
2768,3
2769,2
2770,3
2771,2
2772,0
2773,3
2774,1
2775,4
2776,0
2777,2
2778,1
2779,2
2780,0
2781,0
2782,4
2783,2
2784,4
2785,3
2786,4
2787,0
2788,4
2789,0
2790,1
2791,0
2792,3
2793,0
2794,3
2795,4
2796,2
2797,0
2798,0
2799,4
2800,0
2801,4
2802,4
2803,3
2804,4
2805,2
2806,1
2807,1
2808,2
2809,3
2810,0
2811,4
2812,4
2813,2
2814,2
2815,4
2816,0
2817,4
2818,4
2819,3
2820,0
2821,0
2822,1
2823,2
2824,4
2825,4
2826,4
2827,3
2828,1
2829,3
2830,3
2831,3
2832,3
2833,0
2834,0
2835,4
2836,0
2837,0
2838,1
2839,1
2840,0
2841,4
2842,1
2843,2
2844,0
2845,0
2846,0
2847,4
2848,4
2849,3
2850,2
2851,2
2852,1
2853,4
2854,0
2855,0
2856,4
2857,0
2858,1
2859,3
2860,1
2861,1
2862,3
2863,4
2864,3
2865,0
2866,3
2867,1
2868,4
2869,3
2870,1
2871,1
2872,3
2873,4
2874,1
2875,0
2876,0
2877,1
2878,2
2879,0
2880,1
2881,4
2882,0
2883,1
2884,4
2885,4
2886,3
2887,2
2888,3
2889,4
2890,1
2891,1
2892,0
2893,2
2894,2
2895,0
2896,1
2897,4
2898,2
2899,0
2900,2
2901,2
2902,4
2903,4
2904,2
2905,4
2906,4
2907,4
2908,3
2909,1
2910,0
2911,2
2912,3
2913,1
2914,1
2915,2
2916,4
2917,3
2918,2
2919,1
2920,3
2921,3
2922,4
2923,3
2924,4
2925,1
2926,0
2927,4
2928,4
2929,1
2930,3
2931,1
2932,3
2933,0
2934,4
2935,3
2936,3
2937,0
2938,2
2939,4
2940,0
2941,2
2942,2
2943,2
2944,0
2945,1
2946,2
2947,3
2948,4
2949,4
2950,1
2951,4
2952,2
2953,0
2954,4
2955,0
2956,3
2957,2
2958,2
2959,3
2960,2
2961,0
2962,1
2963,2
2964,2
2965,4
2966,1
2967,2
2968,4
2969,2
2970,2
2971,2
2972,0
2973,4
2974,1
2975,0
2976,1
2977,4
2978,0
2979,4
2980,4
2981,1
2982,4
2983,1
2984,0
2985,0
2986,2
2987,3
2988,0
2989,4
2990,1
2991,1
2992,0
2993,4
2994,1
2995,4
2996,3
